material_id,band_gap,energy,cohesive_energy,space_group,volume,density,nsites,Z_mean,Z_max,Z_var,num_elements,SOC_proxy,EN_range,magmom,is_metal,is_magnetic
matpes-20240214_972495_51,0.0,-104.31871972,-4.300149740000002,1,46.17683444907303,12.82848650251787,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.723,True,True
matpes-20240214_999473_8,0.0,-16.26443878,-2.197121505,12,27.40414252503902,4.8121510247999355,2,18.5,30,132.25,2,406200.5,1.3900000000000001,0.526,True,True
matpes-20240214_999473_5,0.0,-16.49337251,-2.311588370000001,1,23.089375373877044,5.711409269426531,2,18.5,30,132.25,2,406200.5,1.3900000000000001,0.0,True,False
matpes-20240214_999473_3,0.0,-16.75598909,-2.4428966600000006,8,24.417398660470337,5.400774847859647,2,18.5,30,132.25,2,406200.5,1.3900000000000001,0.002,True,False
matpes-20240214_972495_32,0.0,-103.90445667,-4.093018215000001,1,54.336979986977205,10.901947395694597,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.383,True,True
matpes-20240214_999469_11,0.0,-16.19309979,-2.1614520100000014,1,57.81553665507385,2.2809244740281582,2,18.5,30,132.25,2,406200.5,1.3900000000000001,0.687,True,True
matpes-20240214_972495_26,0.0,-104.4159995,-4.348789629999999,1,46.01342042806738,12.874046135844203,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.858,True,True
matpes-20240214_972495_21,0.0,-104.12647766,-4.204028710000003,1,47.545874998054245,12.4591018144724,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.962,True,True
matpes-20240214_972495_20,0.0,-103.78543848,-4.033509119999998,1,45.40768328000559,13.045785529423348,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.559,True,True
matpes-20240214_972495_15,0.0,-104.4524304,-4.367005079999998,10,45.99618722756073,12.878869601260872,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,1.928,True,True
matpes-20240214_972495_14,0.0,-104.48011611,-4.3808479349999985,1,46.124986393004974,12.842906714629882,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.769,True,True
matpes-20240214_972495_9,0.0,-104.50684657,-4.3942131649999965,1,44.9941364913488,13.165690991154694,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.0340000000000003,True,True
matpes-20240214_999484_59,0.0,-31.94552013,-3.9374093099999996,1,49.077494782204916,4.627715045367094,2,30.5,39,72.25,2,1273848.5,0.32000000000000006,1.416,True,True
matpes-20240214_972495_45,0.0,-104.03347532,-4.157527539999997,1,48.613480672055026,12.18548619168219,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,3.1460000000000004,True,True
matpes-20240214_972495_44,0.0,-104.65220428,-4.466892020000003,1,46.42550567494212,12.759772647531298,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.782,True,True
matpes-20240214_972495_42,0.0,-104.70146009,-4.491519924999999,1,46.177702831086904,12.828245259964406,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.864,True,True
matpes-20240214_972495_10,0.0,-104.48960576,-4.3855927600000015,1,47.37569572953576,12.503856425471438,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.347,True,True
matpes-20240214_972495_7,0.0,-104.21255851,-4.247069134999997,1,46.64792271615295,12.698934121107396,2,71.0,92,441.0,2,38944648.0,0.5800000000000001,2.19,True,True
matpes-20240214_998945_61,0.0,-24.59438954,-4.681024145,1,30.659411654401314,5.77139931432249,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.0,True,False
matpes-20240214_971933_20,0.0,-42.45537453,-4.795854345000002,6,50.79607933297529,5.8884988237571365,2,39.5,40,0.25,2,2436720.5,0.1100000000000001,0.003,True,False
matpes-20240214_971933_17,0.0,-42.2352222,-4.685778180000003,1,55.90787546578382,5.350098727803727,2,39.5,40,0.25,2,2436720.5,0.1100000000000001,0.003,True,False
matpes-20240214_998945_52,0.0,-24.77594913,-4.77180394,1,27.77855155273213,6.369940025988836,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.0,True,False
matpes-20240214_998945_49,0.0,-24.81859297,-4.79312586,1,29.630468645835233,5.971816022039663,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.002,True,False
matpes-20240214_971933_9,0.0,-42.45273742,-4.794535790000001,1,55.711156158516445,5.368990235144752,2,39.5,40,0.25,2,2436720.5,0.1100000000000001,0.002,True,False
matpes-20240214_998945_44,0.0,-24.8160044,-4.791831575,1,29.192272869530044,6.061457022910849,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.0,True,False
matpes-20240214_998945_40,0.0,-24.68064433,-4.724151539999999,1,26.82224463981766,6.597050685946827,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.0,True,False
matpes-20240214_998945_42,0.0,-24.77687975,-4.772269249999999,1,28.89966783261591,6.122828415350887,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.008,True,False
matpes-20240214_971875_54,0.0,-91.36229475,-4.196332695000002,1,39.01030643346528,13.099975796430996,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,1.818,True,True
matpes-20240214_998945_30,0.0,-25.27685319,-5.02225597,1,26.095158021448306,6.7808636090383,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.009000000000000001,True,False
matpes-20240214_971875_47,0.0,-91.17579676,-4.103083699999999,1,38.503134417783315,13.272531647546126,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,2.2150000000000003,True,True
matpes-20240214_998945_25,0.0,-24.45720606,-4.612432405,1,31.392591566029594,5.6366071921000795,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.0,True,False
matpes-20240214_971875_44,0.0,-90.95333937,-3.991855004999998,1,39.175774610432256,13.044644941204723,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,2.2169999999999996,True,True
matpes-20240214_999484_30,0.0,-31.94702686,-3.938162675000001,1,49.10275746743063,4.625334150392246,2,30.5,39,72.25,2,1273848.5,0.32000000000000006,1.992,True,True
matpes-20240214_971875_39,0.0,-90.69901825,-3.864694444999998,1,40.4941409237942,12.619950897377105,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,2.5650000000000004,True,True
matpes-20240214_971875_38,0.0,-91.24430915,-4.137339895000004,1,40.14444223082204,12.72988343321384,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,1.956,True,True
matpes-20240214_971875_32,0.0,-91.54015465,-4.285262645000003,38,36.9530995310373,13.8292613224644,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,2.419,True,True
matpes-20240214_971875_31,0.0,-91.64083761,-4.335604125000003,1,40.2777657075401,12.687746232013179,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,2.246,True,True
matpes-20240214_998945_5,0.0,-24.47881,-4.623234374999999,1,30.799364582524582,5.745173960508978,2,25.0,28,9.0,2,424456.0,0.3699999999999999,0.0,True,False
matpes-20240214_998908_26,0.0,-24.29485611,-5.987074570000001,1,21.69885302132633,4.734982816264784,2,14.5,22,56.25,2,118328.5,1.5,0.524,True,True
matpes-20240214_971875_15,0.0,-91.18677407,-4.108572355,1,38.07813253072085,13.420670503666564,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,1.24,True,True
matpes-20240214_998908_23,0.0,-24.10838589,-5.893839460000001,1,20.65375850292542,4.974576233864778,2,14.5,22,56.25,2,118328.5,1.5,0.564,True,True
matpes-20240214_971875_6,0.0,-90.77256296,-3.9014668000000015,1,40.28875652278941,12.684285001466455,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,1.545,True,True
matpes-20240214_971875_4,0.0,-91.19952698,-4.114948810000001,1,42.34985379346788,12.066961850257305,2,61.5,92,930.25,2,36281408.5,0.43000000000000016,2.751,True,True
matpes-20240214_7870_31,0.0,-52.48497097,-6.083875925000001,1,42.19584008023335,6.817908988656818,2,36.0,64,784.0,2,8390656.0,2.24,6.961,True,True
matpes-20240214_998908_15,0.0,-24.34822838,-6.013760704999999,1,21.33935361231198,4.814752033039849,2,14.5,22,56.25,2,118328.5,1.5,0.6679999999999999,True,True
matpes-20240214_7870_32,0.0,-51.37971339,-5.531247135000001,1,32.312752209602074,8.903215532394645,2,36.0,64,784.0,2,8390656.0,2.24,7.2170000000000005,True,True
matpes-20240214_971648_29,0.0,-19.06916152,-2.435173390000001,1,86.32620310934739,1.936965850368012,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.002,True,False
matpes-20240214_971648_23,0.0,-18.85195037,-2.3265678150000006,1,258.5083230377521,0.6468298794012896,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_998903_4,0.0,-24.99267398,-6.335983505,1,25.634564786896103,4.008014063931212,2,14.5,22,56.25,2,118328.5,1.5,0.0,True,False
matpes-20240214_971648_17,0.0,-19.11129417,-2.4562397150000006,6,107.60703809913696,1.5539030751937395,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_998901_6,0.0,-83.08947834,-6.744896555000004,1,33.86225128434544,11.96767743817521,2,48.0,90,1764.0,2,32805648.0,1.2499999999999998,0.0,True,False
matpes-20240214_7870_16,0.0,-52.70867701,-6.195728945000003,1,41.12766881777444,6.994984292487218,2,36.0,64,784.0,2,8390656.0,2.24,6.989,True,True
matpes-20240214_971648_13,0.0,-18.93950741,-2.3703463350000007,1,94.15752955887325,1.7758633664043613,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_7870_0,0.0,-52.90158628,-6.29218358,216,39.19713217302139,7.339501168020607,2,36.0,64,784.0,2,8390656.0,2.24,7.017,True,True
matpes-20240214_7870_14,0.0,-52.30322734,-5.993004110000001,1,41.25239352989434,6.9738352796055425,2,36.0,64,784.0,2,8390656.0,2.24,7.004,True,True
matpes-20240214_7870_13,0.0,-52.06680295,-5.874791915000003,1,37.54247622917275,7.662984071982932,2,36.0,64,784.0,2,8390656.0,2.24,7.086,True,True
matpes-20240214_998900_17,0.0,-32.92373737,-4.408788919999999,8,178.30237367244618,1.0431240902742045,2,25.0,43,324.0,2,1710601.0,1.1400000000000001,0.611,True,True
matpes-20240214_7870_8,0.0,-52.01660061,-5.849690745,1,36.072255668549154,7.975309334973994,2,36.0,64,784.0,2,8390656.0,2.24,7.043,True,True
matpes-20240214_7830_24,0.0,-89.10043994,-5.762661889999997,1,27.39667316710984,15.396903514297046,2,50.0,92,1764.0,2,35821696.0,2.06,3.4000000000000004,True,True
matpes-20240214_998900_12,0.0,-32.88498467,-4.389412570000001,8,154.60732356530548,1.2029928275179,2,25.0,43,324.0,2,1710601.0,1.1400000000000001,0.578,True,True
matpes-20240214_971631_28,0.0,-18.91535261,-2.358268935,8,67.24113124401711,2.4867354894422107,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.067,True,False
matpes-20240214_7830_28,0.0,-88.5683416,-5.496612719999995,1,36.173595700349324,11.661100457388248,2,50.0,92,1764.0,2,35821696.0,2.06,2.161,True,True
matpes-20240214_971631_24,0.0,-19.89654052,-2.8488628899999995,1,35.652484348436154,4.690021199660754,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_998900_0,0.0,-33.14695928,-4.520399874999999,1,67.42724563983411,2.7584027727349905,2,25.0,43,324.0,2,1710601.0,1.1400000000000001,0.0,True,False
matpes-20240214_971631_16,0.0,-19.28232775,-2.5417565050000004,1,65.05867743358043,2.5701553430047426,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_971631_18,0.0,-18.98755145,-2.394368355000001,1,63.158457454610215,2.6474824457976585,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_998899_1,1.0088,-32.34703712,-5.871295560000002,1,31.17267371103081,5.482054941495486,2,23.0,39,256.0,2,1157921.0,1.82,0.0,False,False
matpes-20240214_971631_12,0.0,-19.28220832,-2.5416967899999996,1,38.456615499169736,4.3480401289694575,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_998897_17,0.0,-47.26076924,-3.9679211999999993,1,68.50993597471502,5.106104237804981,2,45.0,51,36.0,2,4539321.0,0.8299999999999998,0.001,True,False
matpes-20240214_998897_15,0.0,-47.50910137,-4.092087265,1,61.2142018705768,5.714668552762494,2,45.0,51,36.0,2,4539321.0,0.8299999999999998,0.0,True,False
matpes-20240214_7830_14,0.0,-89.20933333,-5.817108585,1,27.867028193739724,15.137026109640319,2,50.0,92,1764.0,2,35821696.0,2.06,3.308,True,True
matpes-20240214_998897_9,0.0,-47.83788036,-4.256476759999998,1,57.31866051700315,6.103053896531116,2,45.0,51,36.0,2,4539321.0,0.8299999999999998,0.0,True,False
matpes-20240214_998897_7,0.0,-47.87517611,-4.275124634999997,8,60.07591261220417,5.822947321172713,2,45.0,51,36.0,2,4539321.0,0.8299999999999998,0.0,True,False
matpes-20240214_998897_3,0.0,-47.4933529,-4.084213029999997,1,66.05786270667583,5.2956432448561115,2,45.0,51,36.0,2,4539321.0,0.8299999999999998,0.0,True,False
matpes-20240214_776_45,0.0,-49.7508801,-2.4652912350000022,1,62.898399258746544,6.634840027984165,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.0,True,False
matpes-20240214_776_46,0.0,-49.6212548,-2.400478585000002,1,70.46306437878552,5.922547092966124,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.003,True,False
matpes-20240214_971648_28,0.0,-19.44916266,-2.6251739599999997,1,76.13062293559906,2.1963685697959807,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_94_14,0.0,-40.07430065,-0.9941209849999986,2,43.510333656540574,8.580162071375266,2,48.0,48,0.0,1,5308416.0,0.0,0.0,True,False
matpes-20240214_94_9,0.0,-39.82944994,-0.8716956300000014,2,51.61762793379894,7.2325236454401365,2,48.0,48,0.0,1,5308416.0,0.0,0.0,True,False
matpes-20240214_971631_14,0.0,-19.50281516,-2.6520002100000006,1,47.762069127529735,3.5009142289934747,2,23.0,31,64.0,2,487073.0,0.3799999999999999,0.0,True,False
matpes-20240214_776_36,0.0,-50.26980385,-2.7247531100000018,1,60.47333878819534,6.90090584480055,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.135,True,True
matpes-20240214_94_7,0.0,-40.06051571,-0.9872285149999982,2,48.33461437912213,7.723775587087091,2,48.0,48,0.0,1,5308416.0,0.0,0.0,True,False
matpes-20240214_776_32,0.0,-50.03640858,-2.6080554750000005,1,69.94522009447758,5.96639508081282,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.19699999999999998,True,True
matpes-20240214_94_2,0.0,-39.90963628,-0.9117888000000001,2,45.94555685218396,8.125393185543393,2,48.0,48,0.0,1,5308416.0,0.0,0.0,True,False
matpes-20240214_998894_10,0.0,-29.58755453,-5.519400794999999,1,32.6967822872947,5.125148783852506,2,22.5,39,272.25,2,1157368.5,1.3299999999999998,0.548,True,True
matpes-20240214_776_25,0.0,-50.11208887,-2.645895620000001,1,61.10566157515429,6.829495112900384,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.0,True,False
matpes-20240214_948_34,2.0724,-34.68730871,-2.047225280000003,8,149.46589717038208,2.1442950614201366,2,41.0,52,121.0,2,4060808.0,0.4500000000000002,0.0,False,False
matpes-20240214_776_21,0.0,-49.21275351,-2.19622794,1,67.91360975754223,6.144877567072849,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.064,True,False
matpes-20240214_776_19,0.0,-49.631592,-2.4056471849999994,1,74.2986983263179,5.616798497131122,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.0,True,False
matpes-20240214_776_17,0.0,-50.50554905,-2.84262571,6,63.230685389334475,6.599973011971387,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.179,True,True
matpes-20240214_776_14,0.0,-50.03103499,-2.6053686800000015,1,67.97867172066614,6.138996343042574,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.0,True,False
matpes-20240214_998893_39,0.0,-29.35759129,-5.404419174999999,1,28.94810695775594,5.788837046241489,2,22.5,39,272.25,2,1157368.5,1.3299999999999998,0.0,True,False
matpes-20240214_776_15,0.0,-50.55259073,-2.86614655,8,63.97822160270752,6.522857413723426,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.153,True,True
matpes-20240214_776_8,0.0,-49.63249799,-2.4061001799999993,1,62.71117381020231,6.654648473988032,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.271,True,True
matpes-20240214_998893_33,0.0,-29.25742697,-5.3543370150000005,1,34.345019603335864,4.879189935280814,2,22.5,39,272.25,2,1157368.5,1.3299999999999998,0.0,True,False
matpes-20240214_948_18,0.0,-34.55711105,-1.9821264500000026,1,50.658622403659884,6.326642335422557,2,41.0,52,121.0,2,4060808.0,0.4500000000000002,0.0,True,False
matpes-20240214_7830_3,0.0,-88.79808715,-5.611485494999997,1,29.735780540274327,14.185736029205625,2,50.0,92,1764.0,2,35821696.0,2.06,0.308,True,True
matpes-20240214_776_3,0.0,-50.25304376,-2.716373064999999,1,60.58485767994394,6.888203308204045,2,52.5,57,20.25,2,7932208.5,0.5899999999999999,0.183,True,True
matpes-20240214_948_12,0.6637,-34.95398428,-2.180563065000001,1,62.46107094649834,5.131179794014529,2,41.0,52,121.0,2,4060808.0,0.4500000000000002,0.0,False,False
matpes-20240214_998893_21,0.0,-29.36180158,-5.406524320000001,1,32.64901976737654,5.132646406219623,2,22.5,39,272.25,2,1157368.5,1.3299999999999998,0.007,True,False
matpes-20240214_948_25,0.0,-33.69252479,-1.5498333200000012,1,61.777060350368885,5.187993461253558,2,41.0,52,121.0,2,4060808.0,0.4500000000000002,0.0,True,False
matpes-20240214_948_2,0.0,-34.22893749,-1.818039670000001,1,56.221277726386575,5.7006706022043865,2,41.0,52,121.0,2,4060808.0,0.4500000000000002,0.0,True,False
matpes-20240214_7830_8,0.0,-90.23835513,-6.331619484999997,1,34.78905594144992,12.12519057937795,2,50.0,92,1764.0,2,35821696.0,2.06,3.217,True,True
matpes-20240214_998893_13,0.0,-29.9296657,-5.6904563800000005,8,33.34189663839421,5.025985047972642,2,22.5,39,272.25,2,1157368.5,1.3299999999999998,0.008,True,False
matpes-20240214_948_27,0.0,-33.88183394,-1.644487895000001,1,70.41184167404919,4.551776768413978,2,41.0,52,121.0,2,4060808.0,0.4500000000000002,0.0,True,False
matpes-20240214_998893_12,0.0,-29.31957791,-5.385412485,1,32.040629122005846,5.230105605527131,2,22.5,39,272.25,2,1157368.5,1.3299999999999998,0.271,True,True
matpes-20240214_998893_2,0.0,-29.38781687,-5.419531965000001,1,32.18827634333902,5.206115176474693,2,22.5,39,272.25,2,1157368.5,1.3299999999999998,0.005,True,False
matpes-20240214_7592_10,0.0,-26.64657192,-2.9606226949999996,1,26.78914043046412,7.863893643829066,2,28.0,47,361.0,2,2443121.0,2.05,0.0,True,False
matpes-20240214_760381_0,0.0,-18.96039741,-3.4395430849999995,1,29.73733952215338,5.338937627565322,2,22.5,29,42.25,2,386408.5,0.6800000000000002,0.0,True,False
matpes-20240214_997618_64,0.0,-30.29620844,-2.988272835,1,34.75346507140986,6.334312980114668,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
matpes-20240214_7592_4,0.08110000000000017,-26.31017703,-2.792425249999999,1,31.299409137885117,6.730700577340218,2,28.0,47,361.0,2,2443121.0,2.05,0.0,True,False
matpes-20240214_7591_68,0.0,-27.37748261,-2.7704260299999994,1,58.45026653059071,4.192141737182752,2,32.5,33,0.25,2,1117248.5,0.17000000000000037,0.0,True,False
matpes-20240214_760381_5,0.0,-18.1484686,-3.0335786800000006,8,31.96296564547181,4.967179913138079,2,22.5,29,42.25,2,386408.5,0.6800000000000002,0.0,True,False
matpes-20240214_940_12,0.9977999999999998,-53.79565624,-6.136004239999998,44,32.08523538663982,8.863218166781031,2,35.5,64,812.25,2,8389808.5,1.84,6.679,False,True
matpes-20240214_997618_57,0.0,-30.98659405,-3.33346564,1,33.20574990224876,6.629554386027734,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
matpes-20240214_940_24,0.4077000000000002,-52.42662897,-5.451490605,1,34.22211739331163,8.309785098799605,2,35.5,64,812.25,2,8389808.5,1.84,6.696999999999999,False,True
matpes-20240214_938_0,0.0,-35.5662907,-1.207506470000002,1,55.908967654481536,5.947281037550829,2,42.0,52,100.0,2,4180096.0,0.0900000000000003,0.0,True,False
matpes-20240214_940_19,1.558,-53.22099982,-5.84867603,1,41.493347084636945,6.853591265709288,2,35.5,64,812.25,2,8389808.5,1.84,6.689,False,True
matpes-20240214_7591_60,0.0,-27.43412213,-2.798745789999998,1,52.28067006726468,4.686852742267567,2,32.5,33,0.25,2,1117248.5,0.17000000000000037,0.0,True,False
matpes-20240214_934_19,0.0,-55.74768934,-1.9373181750000015,1,46.70057048027811,7.514089287418078,2,42.0,81,1521.0,2,21523401.0,0.6400000000000001,0.0,True,False
matpes-20240214_7591_58,0.0,-27.42665221,-2.795010829999999,8,60.767831340950906,4.032261748778595,2,32.5,33,0.25,2,1117248.5,0.17000000000000037,0.0,True,False
matpes-20240214_997618_45,0.0,-31.88033971,-3.7803384700000002,1,40.860145493972986,5.38762949187894,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
matpes-20240214_934_12,0.0,-55.7230709,-1.9250089550000027,1,49.9123602678319,7.03056826964624,2,42.0,81,1521.0,2,21523401.0,0.6400000000000001,0.0,True,False
matpes-20240214_997618_42,0.0,-30.89502341,-3.2876803199999998,1,41.748375660269794,5.273003354602147,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
matpes-20240214_934_10,0.0,-55.97004803,-2.0484975200000015,160,44.23201444444076,7.933445057153046,2,42.0,81,1521.0,2,21523401.0,0.6400000000000001,0.0,True,False
matpes-20240214_7591_47,0.0,-27.37142481,-2.767397129999999,1,51.06111681859217,4.798794408333925,2,32.5,33,0.25,2,1117248.5,0.17000000000000037,0.0,True,False
matpes-20240214_940_9,0.8407,-51.68494405,-5.080648144999998,1,37.6769419242546,7.547811118429507,2,35.5,64,812.25,2,8389808.5,1.84,6.654000000000001,False,True
matpes-20240214_997618_37,0.0,-31.16425603,-3.42229663,1,35.49437949467954,6.202089684052406,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
matpes-20240214_997618_33,0.0,-30.47088081,-3.07560902,1,36.10857700150688,6.096593751025037,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
matpes-20240214_997618_30,0.0,-31.28785256,-3.484094895,1,44.247906853341064,4.975135335450811,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
matpes-20240214_7591_38,0.0,-27.58754718,-2.8754583149999995,1,40.72649230216541,6.016521139467667,2,32.5,33,0.25,2,1117248.5,0.17000000000000037,0.0,True,False
matpes-20240214_933_17,0.30569999999999986,-37.33064308,-4.659090955,1,47.49736240883888,5.727515539597899,2,36.0,39,9.0,2,1749681.0,0.9600000000000002,0.0,False,False
matpes-20240214_933_15,0.25789999999999935,-37.46743944,-4.727489134999999,1,45.22061358458992,6.015882132551226,2,36.0,39,9.0,2,1749681.0,0.9600000000000002,0.0,False,False
matpes-20240214_7591_34,0.0,-27.52323976,-2.8433046049999984,1,37.8275614381748,6.477599733010131,2,32.5,33,0.25,2,1117248.5,0.17000000000000037,0.0,True,False
matpes-20240214_997618_21,0.0,-31.80737484,-3.7438560350000003,1,35.36449773966205,6.22486784702451,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
matpes-20240214_933_12,0.0,-36.85987559,-4.42370721,1,60.825620199533,4.472488408570744,2,36.0,39,9.0,2,1749681.0,0.9600000000000002,0.0,True,False
matpes-20240214_760381_6,0.0,-17.43578387,-2.677236315000001,6,37.512630067356525,4.232329235071896,2,22.5,29,42.25,2,386408.5,0.6800000000000002,0.0,True,False
matpes-20240214_933_0,0.0,-38.65712361,-5.322331219999999,225,49.4337639041239,5.503159375324105,2,36.0,39,9.0,2,1749681.0,0.9600000000000002,0.0,True,False
matpes-20240214_997618_15,0.15280000000000005,-31.40472677,-3.5425319999999996,1,50.61778175752653,4.349051208137148,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,False,False
matpes-20240214_7591_22,0.0,-27.72723834,-2.9453038949999986,1,48.59671462001444,5.042147474130476,2,32.5,33,0.25,2,1117248.5,0.17000000000000037,0.0,True,False
matpes-20240214_940_2,0.0,-51.85436008,-5.165356159999998,1,39.590264675143764,7.183039656283355,2,35.5,64,812.25,2,8389808.5,1.84,6.623,True,True
matpes-20240214_7591_16,0.0,-27.64350334,-2.903436394999998,1,41.15169187363713,5.954355476434721,2,32.5,33,0.25,2,1117248.5,0.17000000000000037,0.0,True,False
matpes-20240214_931_17,0.0,-83.96032743,-5.574335210000001,6,55.16569694498297,7.916901810456542,2,52.5,90,1406.25,2,32830312.5,0.8899999999999999,0.001,True,False
matpes-20240214_997618_0,0.8807999999999998,-32.40616046,-4.043248845000001,216,36.84951423407659,5.9740088704403975,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,False,False
matpes-20240214_997618_4,0.0,-31.02268519,-3.35151121,1,33.17571227134984,6.635556852713092,2,28.0,51,529.0,2,3382913.0,0.009999999999999787,0.0,True,False
